#  time  position  equilibrium_position  force_constant(kJ mol^-1 distance^-2)
      7098      4.96621             4.9                         500
      7118      4.93574             4.9                         500
      7138      4.88592             4.9                         500
      7158      4.84287             4.9                         500
      7178      4.85007             4.9                         500
      7198      4.85493             4.9                         500
      7218      4.91313             4.9                         500
      7238      5.01532             4.9                         500
      7258      4.86409             4.9                         500
      7278      4.96331             4.9                         500
      7298      4.94629             4.9                         500
      7318      5.05143             4.9                         500
      7338      4.98915             4.9                         500
      7358      4.94344             4.9                         500
      7378      4.93332             4.9                         500
      7398      4.83616             4.9                         500
      7418      4.80638             4.9                         500
      7438      5.01269             4.9                         500
      7458      4.79533             4.9                         500
      7478      4.85308             4.9                         500
      7498      4.96658             4.9                         500
      7518      4.93893             4.9                         500
      7538      4.94492             4.9                         500
      7558      4.91693             4.9                         500
      7578      4.90035             4.9                         500
      7598      4.89533             4.9                         500
      7618      4.86761             4.9                         500
      7638      4.90421             4.9                         500
      7658      4.86879             4.9                         500
      7678      4.90185             4.9                         500
      7698      5.03111             4.9                         500
      7718      4.91204             4.9                         500
      7738      4.81598             4.9                         500
      7758      4.92852             4.9                         500
      7778      4.90842             4.9                         500
      7798       4.8652             4.9                         500
      7818      4.88511             4.9                         500
      7838      4.89171             4.9                         500
      7858      4.96058             4.9                         500
      7878      5.09338             4.9                         500
      7898      5.00473             4.9                         500
      7918      4.86484             4.9                         500
      7938      4.89981             4.9                         500
      7958      5.00361             4.9                         500
      7978      4.94258             4.9                         500
      7998      4.91094             4.9                         500
      8018      4.84197             4.9                         500
      8038       5.0149             4.9                         500
      8058      4.85992             4.9                         500
      8078       4.8781             4.9                         500
      8098       5.0662             4.9                         500
      8118      4.76278             4.9                         500
      8138      4.92736             4.9                         500
      8158      4.96345             4.9                         500
      8178      4.89375             4.9                         500
      8198      5.04723             4.9                         500
      8218      4.76442             4.9                         500
      8238      4.98574             4.9                         500
      8258      5.01784             4.9                         500
      8278      4.85982             4.9                         500
      8298      4.91498             4.9                         500
      8318      4.96836             4.9                         500
      8338      4.98103             4.9                         500
      8358      4.89798             4.9                         500
      8378      4.90357             4.9                         500
      8398      5.00194             4.9                         500
      8418      4.90215             4.9                         500
      8438       4.9979             4.9                         500
      8458      4.84523             4.9                         500
      8478      4.88272             4.9                         500
      8498      4.81402             4.9                         500
      8518      4.88941             4.9                         500
      8538      4.96322             4.9                         500
      8558      5.02627             4.9                         500
      8578      5.06717             4.9                         500
      8598       4.8149             4.9                         500
      8618       4.9318             4.9                         500
      8638      4.86419             4.9                         500
      8658      4.83513             4.9                         500
      8678      4.87212             4.9                         500
      8698      4.80591             4.9                         500
      8718      4.90545             4.9                         500
      8738      5.03279             4.9                         500
      8758      4.91502             4.9                         500
      8778      4.86109             4.9                         500
      8798      4.95331             4.9                         500
      8818      4.76541             4.9                         500
      8838      4.89075             4.9                         500
      8858      4.84941             4.9                         500
      8878      4.87949             4.9                         500
      8898      4.95229             4.9                         500
      8918      4.82437             4.9                         500
      8938      4.91018             4.9                         500
      8958      4.87266             4.9                         500
      8978      4.83893             4.9                         500
      8998      4.80393             4.9                         500
      9018      4.83593             4.9                         500
      9038      4.92143             4.9                         500
      9058      4.94096             4.9                         500
      9078      4.87438             4.9                         500
      9098      4.92577             4.9                         500
      9118      4.92289             4.9                         500
      9138      5.00206             4.9                         500
      9158       4.8627             4.9                         500
      9178      4.93064             4.9                         500
      9198      4.97332             4.9                         500
      9218      5.02019             4.9                         500
      9238      4.99142             4.9                         500
      9258      4.94203             4.9                         500
      9278      4.88675             4.9                         500
      9298      5.04903             4.9                         500
      9318      4.88571             4.9                         500
      9338      4.99427             4.9                         500
      9358      4.86803             4.9                         500
      9378      4.85611             4.9                         500
      9398      4.85556             4.9                         500
      9418      4.83614             4.9                         500
      9438      4.92186             4.9                         500
      9458      4.89756             4.9                         500
      9478      4.84615             4.9                         500
      9498      4.92289             4.9                         500
      9518       4.8698             4.9                         500
      9538      4.72494             4.9                         500
      9558      4.89044             4.9                         500
      9578      4.88068             4.9                         500
      9598       4.8404             4.9                         500
      9618      4.81056             4.9                         500
      9638      4.88446             4.9                         500
      9658      4.88781             4.9                         500
      9678      4.98752             4.9                         500
      9698      4.96489             4.9                         500
      9718      4.96603             4.9                         500
      9738      5.03675             4.9                         500
      9758      4.88007             4.9                         500
      9778      4.91189             4.9                         500
      9798      4.88354             4.9                         500
      9818       4.9491             4.9                         500
      9838       4.9127             4.9                         500
      9858      4.80649             4.9                         500
      9878      4.94961             4.9                         500
      9898      4.71358             4.9                         500
      9918      4.95899             4.9                         500
      9938      4.87772             4.9                         500
      9958      4.84969             4.9                         500
      9978      4.89697             4.9                         500
      9998      4.88997             4.9                         500
     10018      4.87258             4.9                         500
     10038      4.83578             4.9                         500
     10058      5.00631             4.9                         500
     10078      4.88161             4.9                         500
     10098      4.90131             4.9                         500
     10118       4.7745             4.9                         500
     10138      4.80145             4.9                         500
     10158      4.89684             4.9                         500
     10178      4.95964             4.9                         500
     10198      4.85462             4.9                         500
     10218      4.97301             4.9                         500
     10238      4.93584             4.9                         500
     10258       4.8784             4.9                         500
     10278      4.87009             4.9                         500
     10298      4.99184             4.9                         500
     10318      4.87371             4.9                         500
     10338      4.88244             4.9                         500
     10358      4.90107             4.9                         500
     10378      4.88425             4.9                         500
     10398      4.89722             4.9                         500
     10418      4.89407             4.9                         500
     10438      4.94268             4.9                         500
     10458      4.79489             4.9                         500
     10478      5.01088             4.9                         500
     10498      4.82409             4.9                         500
     10518      4.89558             4.9                         500
     10538      4.91186             4.9                         500
     10558      4.86869             4.9                         500
     10578      4.85235             4.9                         500
     10598      4.97545             4.9                         500
     10618      4.85362             4.9                         500
     10638      4.91005             4.9                         500
     10658      4.86202             4.9                         500
     10678      4.97859             4.9                         500
     10698      4.97117             4.9                         500
     10718      4.85486             4.9                         500
     10738      4.95099             4.9                         500
     10758      4.92724             4.9                         500
     10778      4.78045             4.9                         500
     10798      4.79449             4.9                         500
     10818      4.84593             4.9                         500
     10838       4.9996             4.9                         500
     10858      4.92417             4.9                         500
     10878      4.89703             4.9                         500
     10898      4.77329             4.9                         500
     10918      4.96705             4.9                         500
     10938      4.91098             4.9                         500
     10958      4.85229             4.9                         500
     10978      4.90204             4.9                         500
     10998      4.95828             4.9                         500
     11018      4.98332             4.9                         500
     11038      4.85894             4.9                         500
     11058      4.93961             4.9                         500
     11078      5.03704             4.9                         500
     11098      4.89619             4.9                         500
     11118       4.7543             4.9                         500
     11138      4.93592             4.9                         500
     11158      4.87815             4.9                         500
     11178      4.87153             4.9                         500
     11198      4.94096             4.9                         500
     11218      4.93502             4.9                         500
     11238      4.88767             4.9                         500
     11258      4.96396             4.9                         500
     11278      4.89343             4.9                         500
     11298      4.87914             4.9                         500
     11318      4.88756             4.9                         500
     11338      4.85352             4.9                         500
     11358      4.96298             4.9                         500
     11378      4.83188             4.9                         500
     11398      4.95513             4.9                         500
     11418      4.91453             4.9                         500
     11438      4.81416             4.9                         500
     11458      4.86088             4.9                         500
     11478      5.01825             4.9                         500
     11498      4.94268             4.9                         500
     11518       5.0642             4.9                         500
     11538      4.80868             4.9                         500
     11558      4.80728             4.9                         500
     11578      4.91916             4.9                         500
     11598      4.88403             4.9                         500
     11618      4.85557             4.9                         500
     11638      4.86163             4.9                         500
     11658      4.88703             4.9                         500
     11678      4.91377             4.9                         500
     11698      4.73695             4.9                         500
     11718      4.92992             4.9                         500
     11738       4.9193             4.9                         500
     11758      4.86585             4.9                         500
     11778      4.85836             4.9                         500
     11798      4.85667             4.9                         500
     11818      4.87269             4.9                         500
     11838      4.81557             4.9                         500
     11858      4.91086             4.9                         500
     11878      4.88386             4.9                         500
     11898      4.88182             4.9                         500
     11918      4.85768             4.9                         500
     11938      4.87387             4.9                         500
     11958      4.85633             4.9                         500
     11978      4.96867             4.9                         500
     11998      4.99479             4.9                         500
     12018      5.01878             4.9                         500
     12038      4.97558             4.9                         500
     12058      4.94721             4.9                         500
     12078      4.82762             4.9                         500
     12098      4.89768             4.9                         500
     12118      4.86052             4.9                         500
     12138      4.94322             4.9                         500
     12158      4.83902             4.9                         500
     12178      4.99873             4.9                         500
     12198      4.93271             4.9                         500
     12218      4.92459             4.9                         500
     12238      4.93309             4.9                         500
     12258      4.95336             4.9                         500
     12278      4.87341             4.9                         500
     12298       4.9681             4.9                         500
     12318      4.94282             4.9                         500
     12338      4.96213             4.9                         500
     12358      4.90901             4.9                         500
     12378      4.96176             4.9                         500
     12398      4.97262             4.9                         500
     12418      4.86186             4.9                         500
     12438      4.95429             4.9                         500
     12458      4.90241             4.9                         500
     12478      4.87579             4.9                         500
     12498      4.88292             4.9                         500
     12518       4.7512             4.9                         500
     12538      4.96683             4.9                         500
     12558      4.99988             4.9                         500
     12578      4.90903             4.9                         500
     12598      4.87891             4.9                         500
     12618      4.86101             4.9                         500
     12638      4.96089             4.9                         500
     12658      5.06717             4.9                         500
     12678      4.80897             4.9                         500
     12698      4.95774             4.9                         500
     12718      4.80729             4.9                         500
     12738      4.97023             4.9                         500
     12758      4.88316             4.9                         500
     12778      5.01441             4.9                         500
     12798      4.95864             4.9                         500
     12818      4.89801             4.9                         500
     12838      4.92076             4.9                         500
     12858      4.86361             4.9                         500
     12878      4.92744             4.9                         500
     12898      4.93439             4.9                         500
     12918      4.78984             4.9                         500
     12938      4.91808             4.9                         500
     12958      4.91142             4.9                         500
     12978      4.81663             4.9                         500
     12998      4.82747             4.9                         500
     13018      4.92358             4.9                         500
     13038      4.91194             4.9                         500
     13058      4.88386             4.9                         500
     13078      4.87432             4.9                         500
     13098      4.95911             4.9                         500
     13118      4.94563             4.9                         500
     13138      4.75582             4.9                         500
     13158      4.91249             4.9                         500
     13178      4.90174             4.9                         500
     13198      4.89755             4.9                         500
     13218      4.91404             4.9                         500
     13238      4.91438             4.9                         500
     13258      4.91489             4.9                         500
     13278      4.80444             4.9                         500
     13298      4.86682             4.9                         500
     13318      4.81819             4.9                         500
     13338      4.85653             4.9                         500
     13358      4.93525             4.9                         500
     13378      4.78597             4.9                         500
     13398      4.94104             4.9                         500
     13418      4.79809             4.9                         500
     13438      4.91266             4.9                         500
     13458      4.99619             4.9                         500
     13478      4.91414             4.9                         500
     13498      4.86664             4.9                         500
     13518      4.76338             4.9                         500
     13538      4.95848             4.9                         500
     13558      4.84039             4.9                         500
     13578      4.98731             4.9                         500
     13598       4.8467             4.9                         500
     13618      5.02047             4.9                         500
     13638      4.96457             4.9                         500
     13658      4.93353             4.9                         500
     13678      4.99894             4.9                         500
     13698      4.91987             4.9                         500
     13718        4.843             4.9                         500
     13738      4.96579             4.9                         500
     13758      4.89941             4.9                         500
     13778      4.89854             4.9                         500
     13798      4.87627             4.9                         500
     13818      4.89462             4.9                         500
     13838      4.87634             4.9                         500
     13858      4.91008             4.9                         500
     13878      4.87576             4.9                         500
     13898      4.98826             4.9                         500
     13918      4.86746             4.9                         500
     13938      5.00101             4.9                         500
     13958      4.79511             4.9                         500
     13978      4.95006             4.9                         500
     13998      4.90265             4.9                         500
     14018      4.75207             4.9                         500
     14038      4.92198             4.9                         500
     14058      4.91501             4.9                         500
     14078      4.80989             4.9                         500
     14098      5.03317             4.9                         500
     14118       4.8494             4.9                         500
     14138      4.88222             4.9                         500
     14158      4.98002             4.9                         500
     14178      4.97673             4.9                         500
     14198      4.83083             4.9                         500
     14218      5.02282             4.9                         500
     14238      4.91016             4.9                         500
     14258      4.88025             4.9                         500
     14278      4.89473             4.9                         500
     14298      4.93806             4.9                         500
     14318      4.90314             4.9                         500
     14338      4.87816             4.9                         500
     14358      4.85702             4.9                         500
     14378      4.87475             4.9                         500
     14398      5.05595             4.9                         500
     14418      5.06485             4.9                         500
     14438      4.99793             4.9                         500
     14458      4.87905             4.9                         500
     14478      4.89446             4.9                         500
     14498      4.88266             4.9                         500
     14518      4.87147             4.9                         500
     14538      5.02521             4.9                         500
     14558      4.78494             4.9                         500
     14578      4.89198             4.9                         500
     14598      4.96159             4.9                         500
     14618      4.91281             4.9                         500
     14638      4.91692             4.9                         500
     14658      4.78187             4.9                         500
     14678      4.94816             4.9                         500
     14698       4.9319             4.9                         500
     14718      4.87461             4.9                         500
     14738      4.96091             4.9                         500
     14758      4.95757             4.9                         500
     14778      4.91501             4.9                         500
     14798       4.8586             4.9                         500
     14818      4.81886             4.9                         500
     14838      4.95229             4.9                         500
     14858      4.95438             4.9                         500
     14878      4.88401             4.9                         500
     14898      4.85173             4.9                         500
     14918      4.81905             4.9                         500
     14938      4.92402             4.9                         500
     14958      4.92904             4.9                         500
     14978      4.85613             4.9                         500
     14998      4.94642             4.9                         500
     15018       4.9894             4.9                         500
     15038      4.90433             4.9                         500
     15058      4.96196             4.9                         500
     15078      4.82844             4.9                         500
     15098      4.81725             4.9                         500
     15118      5.05785             4.9                         500
     15138      4.89002             4.9                         500
     15158      4.99251             4.9                         500
     15178      4.81127             4.9                         500
     15198      5.09742             4.9                         500
     15218      4.86506             4.9                         500
     15238      4.86717             4.9                         500
     15258      4.99901             4.9                         500
     15278       4.7802             4.9                         500
     15298      4.80898             4.9                         500
     15318       4.9251             4.9                         500
     15338       4.8713             4.9                         500
     15358      4.77218             4.9                         500
     15378      4.72526             4.9                         500
     15398       4.9542             4.9                         500
     15418      4.74413             4.9                         500
     15438      4.91656             4.9                         500
     15458      4.92377             4.9                         500
     15478       4.9087             4.9                         500
     15498      4.93426             4.9                         500
     15518        4.826             4.9                         500
     15538      4.87501             4.9                         500
     15558      4.82629             4.9                         500
     15578      4.95873             4.9                         500
     15598      4.75737             4.9                         500
     15618      5.01412             4.9                         500
     15638      4.96237             4.9                         500
     15658      4.85511             4.9                         500
     15678      4.94458             4.9                         500
     15698      4.87286             4.9                         500
     15718       4.9694             4.9                         500
     15738      4.96838             4.9                         500
     15758      4.82413             4.9                         500
     15778      4.93834             4.9                         500
     15798      4.78491             4.9                         500
     15818      4.97462             4.9                         500
     15838      4.94699             4.9                         500
     15858      4.94134             4.9                         500
     15878      5.07091             4.9                         500
     15898      4.87776             4.9                         500
     15918      4.85337             4.9                         500
     15938      4.92439             4.9                         500
     15958      4.81455             4.9                         500
     15978      4.83328             4.9                         500
     15998      4.93501             4.9                         500
     16018      4.78871             4.9                         500
     16038      4.72178             4.9                         500
     16058      4.92449             4.9                         500
     16078      4.93249             4.9                         500
     16098      4.97752             4.9                         500
     16118      4.82311             4.9                         500
     16138      4.93734             4.9                         500
     16158      4.87232             4.9                         500
     16178      4.87879             4.9                         500
     16198      4.92122             4.9                         500
     16218      4.91601             4.9                         500
     16238      4.98486             4.9                         500
     16258      4.84782             4.9                         500
     16278      4.81386             4.9                         500
     16298      4.90305             4.9                         500
     16318      4.94944             4.9                         500
     16338      5.01364             4.9                         500
     16358      4.79303             4.9                         500
     16378      4.78577             4.9                         500
     16398      4.85764             4.9                         500
     16418      4.89936             4.9                         500
     16438      4.93648             4.9                         500
     16458      4.81752             4.9                         500
     16478      4.85623             4.9                         500
     16498      4.84972             4.9                         500
     16518      4.80444             4.9                         500
     16538      4.91796             4.9                         500
     16558      4.90857             4.9                         500
     16578      4.83005             4.9                         500
     16598      4.83846             4.9                         500
     16618      4.92495             4.9                         500
     16638      4.84752             4.9                         500
     16658      4.95763             4.9                         500
     16678      4.95202             4.9                         500
     16698      4.85788             4.9                         500
     16718       4.9594             4.9                         500
     16738      4.93014             4.9                         500
     16758      4.88222             4.9                         500
     16778      4.94909             4.9                         500
     16798       4.9163             4.9                         500
     16818      4.93249             4.9                         500
     16838      4.95146             4.9                         500
     16858      4.90493             4.9                         500
     16878       4.9177             4.9                         500
     16898      4.86362             4.9                         500
     16918      4.92858             4.9                         500
     16938      4.93577             4.9                         500
     16958       4.8633             4.9                         500
     16978       4.9628             4.9                         500
     16998      4.92703             4.9                         500
     17018      4.92142             4.9                         500
     17038      4.90108             4.9                         500
     17058      4.76311             4.9                         500
     17078      4.86016             4.9                         500
     17098      4.96552             4.9                         500
     17118      4.88624             4.9                         500
     17138      4.74636             4.9                         500
     17158       4.9662             4.9                         500
     17178      4.96932             4.9                         500
     17198      4.80958             4.9                         500
     17218      4.94551             4.9                         500
     17238      4.90277             4.9                         500
     17258      4.79382             4.9                         500
     17278      4.95397             4.9                         500
     17298      4.98573             4.9                         500
     17318      4.91376             4.9                         500
     17338      4.90259             4.9                         500
     17358      4.98705             4.9                         500
     17378      4.93915             4.9                         500
     17398      4.91517             4.9                         500
     17418      4.89147             4.9                         500
     17438      4.96684             4.9                         500
     17458      4.77602             4.9                         500
     17478      4.91093             4.9                         500
     17498      4.91539             4.9                         500
     17518      4.77228             4.9                         500
     17538      4.92457             4.9                         500
     17558       4.9024             4.9                         500
     17578      5.00041             4.9                         500
     17598      4.87952             4.9                         500
     17618      4.89646             4.9                         500
     17638      4.88965             4.9                         500
     17658      4.85931             4.9                         500
     17678      4.81247             4.9                         500
     17698      4.81764             4.9                         500
     17718        5.026             4.9                         500
     17738      4.84708             4.9                         500
     17758      4.83806             4.9                         500
     17778      4.94175             4.9                         500
     17798      4.92589             4.9                         500
     17818      4.89263             4.9                         500
     17838      4.85074             4.9                         500
     17858      4.94966             4.9                         500
     17878      5.02434             4.9                         500
     17898      4.89845             4.9                         500
     17918      5.04322             4.9                         500
     17938      5.03267             4.9                         500
     17958      4.83767             4.9                         500
     17978      4.93577             4.9                         500
     17998      4.83646             4.9                         500
     18018      4.95156             4.9                         500
     18038      4.81149             4.9                         500
     18058       4.9271             4.9                         500
     18078      4.69082             4.9                         500
     18098      4.84371             4.9                         500
     18118      4.83244             4.9                         500
     18138      4.89662             4.9                         500
     18158      4.92067             4.9                         500
     18178      4.97838             4.9                         500
     18198      4.87926             4.9                         500
     18218       4.8468             4.9                         500
     18238      4.99878             4.9                         500
     18258      4.87501             4.9                         500
     18278      4.94728             4.9                         500
     18298      4.96164             4.9                         500
     18318      4.87892             4.9                         500
     18338      4.73212             4.9                         500
     18358      4.87311             4.9                         500
     18378      4.85202             4.9                         500
     18398      5.00287             4.9                         500
     18418      4.83284             4.9                         500
     18438      4.81587             4.9                         500
     18458       4.9128             4.9                         500
     18478      4.96332             4.9                         500
     18498      4.85175             4.9                         500
     18518      4.81261             4.9                         500
     18538      4.91896             4.9                         500
     18558      4.93068             4.9                         500
     18578      4.85513             4.9                         500
     18598      4.88281             4.9                         500
     18618      4.80546             4.9                         500
     18638      4.81093             4.9                         500
     18658      4.79292             4.9                         500
     18678      4.92569             4.9                         500
     18698      4.89131             4.9                         500
     18718      4.92472             4.9                         500
     18738      4.86091             4.9                         500
     18758      4.89959             4.9                         500
     18778      4.88233             4.9                         500
     18798      4.82274             4.9                         500
     18818      4.90712             4.9                         500
     18838      4.90979             4.9                         500
     18858      4.86504             4.9                         500
     18878      4.93345             4.9                         500
     18898       4.8988             4.9                         500
     18918      4.82431             4.9                         500
     18938      4.88643             4.9                         500
     18958      4.87654             4.9                         500
     18978       4.9882             4.9                         500
     18998      4.96638             4.9                         500
     19018      4.91795             4.9                         500
     19038      4.90064             4.9                         500
     19058      4.85295             4.9                         500
     19078      4.88367             4.9                         500
     19098      4.90576             4.9                         500
     19118      4.93665             4.9                         500
     19138       4.8942             4.9                         500
     19158      4.79966             4.9                         500
     19178      4.80869             4.9                         500
     19198      4.80417             4.9                         500
     19218      4.77109             4.9                         500
     19238      4.87072             4.9                         500
     19258      4.91533             4.9                         500
     19278      4.93938             4.9                         500
     19298       4.9225             4.9                         500
     19318      4.88409             4.9                         500
     19338      4.89576             4.9                         500
     19358       4.8371             4.9                         500
     19378      4.99431             4.9                         500
     19398      4.93895             4.9                         500
     19418      4.73749             4.9                         500
     19438      4.76631             4.9                         500
     19458      4.85894             4.9                         500
     19478      4.98645             4.9                         500
     19498      4.82815             4.9                         500
     19518      5.11578             4.9                         500
     19538      4.85847             4.9                         500
     19558      4.99907             4.9                         500
     19578      4.86806             4.9                         500
     19598      4.93072             4.9                         500
     19618      4.98569             4.9                         500
     19638      4.81392             4.9                         500
     19658      4.98843             4.9                         500
     19678      4.90923             4.9                         500
     19698      4.97436             4.9                         500
     19718      4.85366             4.9                         500
     19738      4.85479             4.9                         500
     19758       4.9567             4.9                         500
     19778      4.80058             4.9                         500
     19798      4.82958             4.9                         500
     19818      4.91065             4.9                         500
     19838      4.97659             4.9                         500
     19858      4.91125             4.9                         500
     19878      4.89106             4.9                         500
     19898      4.94131             4.9                         500
     19918      4.93696             4.9                         500
     19938      4.90138             4.9                         500
     19958      4.69685             4.9                         500
     19978      4.93251             4.9                         500
     19998      4.86579             4.9                         500
     20018      4.90705             4.9                         500
     20038      4.76089             4.9                         500
     20058      5.06575             4.9                         500
     20078      4.93834             4.9                         500
     20098      4.83305             4.9                         500
     20118      4.95427             4.9                         500
     20138      4.88474             4.9                         500
     20158      4.89816             4.9                         500
     20178       4.9487             4.9                         500
     20198      4.91889             4.9                         500
     20218      4.84491             4.9                         500
     20238      4.89601             4.9                         500
     20258      4.76599             4.9                         500
     20278      4.88616             4.9                         500
     20298      5.05046             4.9                         500
     20318      4.95241             4.9                         500
